year,month,quote
2017,March,"Le vétéran Jean Thurel peint par Antoine Vestier en 1788 (peinture modifiée en 1804).Jean Thurel (portrait) était considéré comme le plus ancien soldat d’Europe à sa mort en 1807, à l’âge de 108 ans.
présente 1,5 jours en page d'accueil du 10 mars 2017 à 00:02:10 au 11 mars 2017 à 12:00:42"
2017,March,"La taille de Meganeuropsis dépasse la limite théorique imposée par le bilan respiratoire et circulatoire de ce type d’animal.
présente 1,5 jours en page d'accueil du 10 mars 2017 à 00:02:10 au 11 mars 2017 à 12:00:42"
2017,March,"Principaux anneaux d’Uranus.William Herschel, qui avait découvert Uranus en 1781, aurait aussi découvert les anneaux de cette planète (photo) en 1789, bien qu’ils ne fussent pas confirmés avant 1977.
présente 1,5 jours en page d'accueil du 10 mars 2017 à 12:01:37 au 12 mars 2017 à 00:01:43"
2017,March,"Le social-libéralisme et le socialisme libéral n’ont pas toujours été confondus.
présente 1,5 jours en page d'accueil du 10 mars 2017 à 12:01:37 au 12 mars 2017 à 00:01:43"
2017,March,"Utilisation d’un carnyx reconstitué.Le carnyx (photo) est un instrument de musique qu’utilisaient les Celtes pour effrayer l’ennemi.
présente 1,5 jours en page d'accueil du 11 mars 2017 à 00:02:05 au 12 mars 2017 à 12:00:41"
2017,March,"Maison close ouverte à Paris en 1878, Le Chabanais reçut un prix pour sa chambre japonaise lors de l’Exposition universelle de 1900.
présente 1,5 jours en page d'accueil du 11 mars 2017 à 00:02:05 au 12 mars 2017 à 12:00:41"
2017,March,"Rintintin en 1929.Rintintin (photo), né en septembre 1918 dans un camp de l’armée impériale allemande en Meurthe-et-Moselle, a été élevé par un caporal de l’US Army Air Service.
présente 1,5 jours en page d'accueil du 11 mars 2017 à 12:00:42 au 13 mars 2017 à 00:02:27"
2017,March,"Les Britanniques Alcock et Brown ont effectué le premier vol transatlantique sans escale de Terre-Neuve à l’Irlande en juin 1919.
présente 1,5 jours en page d'accueil du 11 mars 2017 à 12:00:42 au 13 mars 2017 à 00:02:27"
2017,March,"Autoportrait de Charles Baudelaire.Charles Baudelaire (autoportrait) caressa un moment le projet d’écrire un Anti-Misérables satirique.
présente 1,5 jours en page d'accueil du 12 mars 2017 à 00:01:43 au 13 mars 2017 à 12:01:14"
2017,March,"L’accroissement du quotient intellectuel connu sous le nom d’effet Flynn semble s’être inversé dans les pays occidentaux au cours des années 1990.
présente 1,5 jours en page d'accueil du 12 mars 2017 à 00:01:43 au 13 mars 2017 à 12:01:14"
2017,March,"Courbe en « S » en tracé routier (R : cercle ; C : clothoïde).Dans le tracé d’une route ou d’une voie ferrée, le raccordement progressif d’un arc de cercle et d’une ligne droite est assuré par une clothoïde (courbe).
présente 1,5 jours en page d'accueil du 12 mars 2017 à 12:00:41 au 14 mars 2017 à 00:02:26"
2017,March,"Le film de propagande du Troisième Reich sur le naufrage du Titanic n’a été diffusé en Allemagne qu’après la guerre.
présente 1,5 jours en page d'accueil du 12 mars 2017 à 12:00:41 au 14 mars 2017 à 00:02:26"
2017,March,"La Grande Odalisque, 1814La Grande Odalisque représentée par Ingres a trois vertèbres supplémentaires (tableau).
présente 1,5 jours en page d'accueil du 13 mars 2017 à 00:02:27 au 14 mars 2017 à 12:00:42"
2017,March,"Certaines espèces d’huîtres peuvent changer de sexe en fonction des saisons.
présente 1,5 jours en page d'accueil du 13 mars 2017 à 00:02:27 au 14 mars 2017 à 12:00:42"
2017,March,"Le stade Auguste-Bonal en 2007.Le stade Auguste-Bonal (photo), à Montbéliard, est le premier en France à s’être doté d’une pelouse chauffée.
présente 1,5 jours en page d'accueil du 13 mars 2017 à 12:01:14 au 15 mars 2017 à 00:02:15"
2017,March,"Hippolyte de Rome est le seul antipape honoré par l’Église catholique.
présente 1,5 jours en page d'accueil du 13 mars 2017 à 12:01:14 au 15 mars 2017 à 00:02:15"
2017,March,"Publicité américaine de 1922, « Plus et mieux, chez tous les marchands », 10 cents.Les premiers « esquimaux » (annonce) ont été commercialisés en 1922 pendant les projections du documentaire Nanouk l’Esquimau.
présente 1,5 jours en page d'accueil du 14 mars 2017 à 00:02:26 au 15 mars 2017 à 12:00:37"
2017,March,"Aux Pays-Bas, les dirigeants des communes et des provinces, tout comme les membres du gouvernement et le Premier ministre, ne sont pas élus mais nommés par le roi.
présente 1,5 jours en page d'accueil du 14 mars 2017 à 00:02:26 au 15 mars 2017 à 12:00:37"
2017,March,"La robe verte Versace de Jennifer Lopez exposée au musée de la mode de Bath.Selon Eric Schmidt, PDG de Google, la création de Google Images est liée à l’intérêt porté à la robe verte Versace de Jennifer Lopez (photo).
présente 1,5 jours en page d'accueil du 14 mars 2017 à 12:00:42 au 16 mars 2017 à 00:02:09"
2017,March,"Le zèbre doit son nom à celui d’un équidé qui vivait dans la péninsule Ibérique au Moyen Âge et dont la nature précise reste aujourd’hui incertaine.
présente 1,5 jours en page d'accueil du 14 mars 2017 à 12:00:42 au 16 mars 2017 à 00:02:09"
2017,March,"Nicolas II peu après son abdication.En mars 1917, le tsar Nicolas II (photo) est poussé à abdiquer par l’état-major de l’armée impériale russe.
présente 1,5 jours en page d'accueil du 15 mars 2017 à 00:02:15 au 16 mars 2017 à 12:00:34"
2017,March,"Cherbourg était en 2016 le premier port de plaisance français en nombre de visiteurs.
présente 1,5 jours en page d'accueil du 15 mars 2017 à 00:02:15 au 16 mars 2017 à 12:00:34"
2017,March,"n/a une légende serait la bienvenue .28 % du territoire des États-Unis appartient directement au gouvernement fédéral (carte).
présente 1,5 jours en page d'accueil du 15 mars 2017 à 12:00:37 au 17 mars 2017 à 00:02:23"
2017,March,"Le hitobashira, sacrifice humain effectué lors de la construction de bâtiments et d’infrastructures, s’est pratiqué au Japon jusqu’à la fin du 16e siècle.
présente 1,5 jours en page d'accueil du 15 mars 2017 à 12:00:37 au 17 mars 2017 à 00:02:23"
2017,March,"Ali Khamenei.De son propre aveu, Ali Khamenei (photo), guide suprême de la République islamique d’Iran, fut pendant sa jeunesse un admirateur de Jean-Paul Sartre et de Bertrand Russell.
présente 1,5 jours en page d'accueil du 16 mars 2017 à 00:02:09 au 17 mars 2017 à 12:00:47"
2017,March,"Le père de Baudelaire était prêtre défroqué.
présente 1,5 jours en page d'accueil du 16 mars 2017 à 00:02:09 au 17 mars 2017 à 12:00:47"
2017,March,"Vue du parcours de golf de Mérignies.Le terrain de golf de Mérignies (photo) est en partie arrosé à l’eau de source.
présente 1,5 jours en page d'accueil du 16 mars 2017 à 12:00:34 au 18 mars 2017 à 00:02:52"
2017,March,"On ignore si l’histoire d’Onan parle de masturbation ou de coït interrompu.
présente 1,5 jours en page d'accueil du 16 mars 2017 à 12:00:34 au 18 mars 2017 à 00:02:52"
2017,March,"Ours brun présent dans une réserve autrichienne.Dans les Alpes françaises, le dernier ours (photo) aperçu l’a été à la veille de la Seconde Guerre mondiale.
présente 1,5 jours en page d'accueil du 17 mars 2017 à 00:02:23 au 18 mars 2017 à 12:00:44"
2017,March,"La France est constitutionnellement une république laïque depuis 1946.
présente 1,5 jours en page d'accueil du 17 mars 2017 à 00:02:23 au 18 mars 2017 à 12:00:44"
2017,March,"Carte britannique des propositions françaises, datant d’avril 1946.Le plan Monnet, proposé après la Seconde Guerre mondiale, envisageait de détacher de l’Allemagne les zones de production de charbon et d’acier de la Ruhr pour les placer, comme la Sarre, sous le contrôle de la France (carte).
présente 1,5 jours en page d'accueil du 17 mars 2017 à 12:00:47 au 19 mars 2017 à 00:02:14"
2017,March,"En 1993, Pierre Pinoncelli urina dans la Fontaine de Duchamp pour « achever l’œuvre, en attente d’une réponse depuis plus de quatre-vingts ans ».
présente 1,5 jours en page d'accueil du 17 mars 2017 à 12:00:47 au 19 mars 2017 à 00:02:14"
2017,March,"Carte mondiale de l’agriculture bio.Selon les données de 2014, l’Océanie est le continent doté de la surface cultivée bio la plus importante : 17,3 millions d’hectares, soit près de 40 % du total mondial (carte).
présente 1,5 jours en page d'accueil du 18 mars 2017 à 00:02:52 au 19 mars 2017 à 12:00:45"
2017,March,"Toutes les équipes qui y participaient ont remporté le Tournoi des Cinq Nations 1973.
présente 1,5 jours en page d'accueil du 18 mars 2017 à 00:02:52 au 19 mars 2017 à 12:00:45"
2017,March,"Vue panoramique de la mosquée, en fin d’après-midi, depuis une terrasse de la médina.La Grande Mosquée de Kairouan (photo), située en Tunisie, est le sanctuaire le plus ancien de l’Occident musulman.
présente 1,5 jours en page d'accueil du 18 mars 2017 à 12:00:44 au 20 mars 2017 à 00:02:44"
2017,March,"Le Polonais Mirosław Graf a introduit la technique de saut à ski « en V » à la fin des années 1960.
présente 1,5 jours en page d'accueil du 18 mars 2017 à 12:00:44 au 20 mars 2017 à 00:02:44"
2017,March,"Le drapeau suisse.La forme traditionnellement carrée du drapeau suisse (photo) est protégée par une loi de 2013.
présente 1,5 jours en page d'accueil du 19 mars 2017 à 00:02:14 au 20 mars 2017 à 12:01:13"
2017,March,"La France a connu plusieurs contre-gouvernements.
présente 1,5 jours en page d'accueil du 19 mars 2017 à 00:02:14 au 20 mars 2017 à 12:01:13"
2017,March,"Le mont Granier en 2016.L’éboulement survenu en 1248 sur le mont Granier (photo) est considéré comme le plus important de l’histoire de l’Europe.
présente 1,5 jours en page d'accueil du 19 mars 2017 à 12:00:45 au 21 mars 2017 à 00:03:06"
2017,March,"Dans les premières planches de ses aventures, la mèche de Tintin est à plat.
présente 1,5 jours en page d'accueil du 19 mars 2017 à 12:00:45 au 21 mars 2017 à 00:03:06"
2017,March,"Hillary Clinton.L’aéroport de Little Rock, dans l’Arkansas, porte le nom de Bill et Hillary Clinton (photo).
présente 1,5 jours en page d'accueil du 20 mars 2017 à 00:02:44 au 21 mars 2017 à 12:00:49"
2017,March,"La liste des papes ne compte pas de Jean XX, ni de Benoît X.
présente 1,5 jours en page d'accueil du 20 mars 2017 à 00:02:44 au 21 mars 2017 à 12:00:49"
2017,March,"n/a il serait souhaitable d’ajouter une légende .Le Baloo du Livre de la jungle des studios Disney est un ours lippu (photo).
présente 1,5 jours en page d'accueil du 20 mars 2017 à 12:01:13 au 22 mars 2017 à 00:03:05"
2017,March,"Le plus haut sommet de l’Union soviétique était le pic Staline, alors qu’on avait cru jusqu’en 1928 que c’était le pic Lénine.
présente 1,5 jours en page d'accueil du 20 mars 2017 à 12:01:13 au 22 mars 2017 à 00:03:05"
2017,March,"Fleur de topinambour.Le topinambour (photo de la fleur), aussi appelé artichaut de Jérusalem ou truffe du Canada, appartient au même genre que le tournesol.
présente 1,5 jours en page d'accueil du 21 mars 2017 à 00:03:06 au 22 mars 2017 à 12:00:40"
2017,March,"L’épidémie de peste noire du XIVe siècle aurait fait de 25  à   45 millions de morts, soit de 30 à 50 % de la population européenne.
présente 1,5 jours en page d'accueil du 21 mars 2017 à 00:03:06 au 22 mars 2017 à 12:00:40"
2017,March,"Maison quaker de Congénies.La communauté de quakers (« trembleurs ») de Congénies (photo), près de Nîmes, n’a pas été fondée à l’initiative de missionnaires anglais, mais d’un mouvement local de couflaïrès (« gonfleurs »).
présente 1,5 jours en page d'accueil du 21 mars 2017 à 12:00:49 au 23 mars 2017 à 00:02:41"
2017,March,"Le four à micro-ondes, commercialisé à partir de 1947, est un dérivé imprévu de la technologie du radar.
présente 1,5 jours en page d'accueil du 21 mars 2017 à 12:00:49 au 23 mars 2017 à 00:02:41"
2017,March,"Métier à tisser de Basile Bouchon, exposé au Musée des arts et métiers à Paris.Basile Bouchon inventa en 1725 le premier métier à tisser programmé par la lecture d’un ruban perforé (photo).
présente 1,5 jours en page d'accueil du 22 mars 2017 à 00:03:05 au 23 mars 2017 à 12:02:11"
2017,March,"La Lune a une queue de sodium de centaines de milliers de kilomètres de long.
présente 1,5 jours en page d'accueil du 22 mars 2017 à 00:03:05 au 23 mars 2017 à 12:02:11"
2017,March,"Portrait de Jules Durand (source : La Vie Ouvrière, décembre 1910).Jules Durand (photo), charbonnier et syndicaliste libertaire français, fut victime en 1910 d’une erreur judiciaire appelée l’« affaire Dreyfus du monde ouvrier ».
présente 1,5 jours en page d'accueil du 22 mars 2017 à 12:00:40 au 24 mars 2017 à 00:02:26"
2017,March,"Durant la famine soviétique de 1931-1933, l’URSS continua d’exporter des céréales.
présente 1,5 jours en page d'accueil du 22 mars 2017 à 12:00:40 au 24 mars 2017 à 00:02:26"
2017,March,"Le toit est ouvert. Pour laisser passer le soleil, un ouvrier pousse le studio sur son rail circulaire.Construit en 1893 dans le New Jersey, le Black Maria (photo) est le premier studio de cinéma de l’histoire du cinéma mondial.
présente 1,5 jours en page d'accueil du 23 mars 2017 à 00:02:41 au 24 mars 2017 à 12:01:20"
2017,March,"De 2014 à 2016, la société Uber a cumulé près de 6 milliards de dollars de pertes.
présente 1,5 jours en page d'accueil du 23 mars 2017 à 00:02:41 au 24 mars 2017 à 12:01:20"
2017,March,"Le Serment des Horaces (1785), de Jacques-Louis David.Le salut dit romain (tableau) est totalement absent des œuvres d’art et des textes de la Rome antique.
présente 1,5 jours en page d'accueil du 23 mars 2017 à 12:02:11 au 25 mars 2017 à 00:02:15"
2017,March,"Un trèfle à 56 feuilles a été cultivé au Japon et cueilli le 10 mai 2009.
présente 1,5 jours en page d'accueil du 23 mars 2017 à 12:02:11 au 25 mars 2017 à 00:02:15"
2017,March,"Michel Bakounine.L’anarchiste russe Michel Bakounine (photo) fut aussi franc-maçon, espérant mettre cette institution au « service de l’Humanité ».
présente 1,5 jours en page d'accueil du 24 mars 2017 à 00:02:26 au 25 mars 2017 à 12:00:55"
2017,March,"RT (auparavant Russia Today) est la chaîne d’information en continu la plus suivie au monde sur YouTube, selon les chiffres de 2015.
présente 1,5 jours en page d'accueil du 24 mars 2017 à 00:02:26 au 25 mars 2017 à 12:00:55"
2017,March,"Militaires norvégiens des deux sexes (2011).En juin 2013, la Norvège est devenue le premier pays d’Europe à étendre le service militaire obligatoire aux femmes en temps de paix (photo).
présente 1,5 jours en page d'accueil du 24 mars 2017 à 12:01:20 au 26 mars 2017 à 00:02:05"
2017,March,"Selon le palmarès publié par la revue britannique Sight and Sound en 2014, 5 des 10 « meilleurs documentaires de tous les temps » sont l’œuvre de réalisateurs français.
présente 1,5 jours en page d'accueil du 24 mars 2017 à 12:01:20 au 26 mars 2017 à 00:02:05"
2017,March,"Pierre Mendès France, en 1968.Opposé au traité de Rome, Pierre Mendès France (photo) craignait la suprématie de l’Allemagne de l’Ouest dans une Communauté européenne qui n’inclurait pas le Royaume-Uni.
présente 1,5 jours en page d'accueil du 25 mars 2017 à 00:02:15 au 26 mars 2017 à 12:00:52"
2017,March,"Dans les années 1960, en Afrique du Sud, le statut de blanc honoraire fut accordé aux Japonais.
présente 1,5 jours en page d'accueil du 25 mars 2017 à 00:02:15 au 26 mars 2017 à 12:00:52"
2017,March,"Copies en anglais et en espagnol du traité établissant une constitution pour l’Europe, ou traité de Rome.Il était prévu que le traité de Rome (copies) entre en vigueur en 2006.
présente 1,5 jours en page d'accueil du 25 mars 2017 à 12:00:55 au 27 mars 2017 à 00:03:03"
2017,March,"Le corps d’une Anglaise du XVIIIe siècle qui avait une peur pathologique d’être enterrée vivante a été embaumé après sa mort et gardé hors sol afin de pouvoir détecter tout signe de vie possible.
présente 1,5 jours en page d'accueil du 25 mars 2017 à 12:00:55 au 27 mars 2017 à 00:03:03"
2017,March,"Renouvellement de l’Auld Alliance par le traité d’Édimbourg du 15 décembre 1543, entre Marie Stuart et François Ier (Archives nationales AE/III/32).Édictée en 1558 en vertu de l’Auld Alliance franco-écossaise (photo), la lettre de naturalité qui accordait la naturalisation aux résidents français en Écosse a été abrogée par le Parlement du Royaume-Uni en 1906, en pleine Entente cordiale franco-britannique.
présente 1,5 jours en page d'accueil du 26 mars 2017 à 00:02:05 au 27 mars 2017 à 12:01:42"
2017,March,"Vassili Arkhipov, officier de la marine soviétique, s’opposa à l’envoi d’une torpille à tête nucléaire contre un navire américain lors la crise des missiles de Cuba.
présente 1,5 jours en page d'accueil du 26 mars 2017 à 00:02:05 au 27 mars 2017 à 12:01:42"
2017,March,"La Défense de Paris, de Louis-Ernest Barrias.Le quartier d’affaires de la Défense tire son nom d’un groupe sculpté (photo).
présente 1,5 jours en page d'accueil du 26 mars 2017 à 12:00:52 au 28 mars 2017 à 00:02:39"
2017,March,"Friedrich Nietzsche a contribué à inspirer des théologies de la mort de Dieu.
présente 1,5 jours en page d'accueil du 26 mars 2017 à 12:00:52 au 28 mars 2017 à 00:02:39"
2017,March,"Construction de l'Afsluitdijk (« digue de fermeture ») en 1931.Lors de la bataille de l’Afsluitdijk, les 500 soldats et 69 avions du Troisième Reich appuyés par des obusiers n’ont pas réussi à vaincre les 225 soldats néerlandais et leur patrouilleur, avantagés par leur positionnement sur la digue de fermeture (photo).
présente 1,5 jours en page d'accueil du 27 mars 2017 à 00:03:03 au 28 mars 2017 à 12:01:10"
2017,March,"En 2014, le nombre de sites web dans le monde a dépassé le milliard.
présente 1,5 jours en page d'accueil du 27 mars 2017 à 00:03:03 au 28 mars 2017 à 12:01:10"
2017,March,"Dilatation de la pupille.Selon plusieurs études, la taille des pupilles (vidéo) est un facteur d’attirance sexuelle entre humains.
présente 1,5 jours en page d'accueil du 27 mars 2017 à 12:01:42 au 29 mars 2017 à 00:02:25"
2017,March,"Le procédé d’étalement de spectre par saut de fréquence, toujours utilisé pour le GPS et le Wi-Fi, a été inventé en 1941 par la star hollywoodienne Hedy Lamarr et le compositeur George Antheil.
présente 1,5 jours en page d'accueil du 27 mars 2017 à 12:01:42 au 29 mars 2017 à 00:02:25"
2017,March,"Sophia Loren apparait au générique du film sous le nom de Sophia Lazzaro.Sophia Loren apparait au générique du film sous le nom de Sophia Lazzaro.Les odalisques de Quelles drôles de nuits (1951), dont l’une est jouée par la future Sophia Loren (photo), ne montrent leurs seins que dans la version « française » du film.
présente 1,5 jours en page d'accueil du 28 mars 2017 à 00:02:39 au 29 mars 2017 à 12:01:34"
2017,March,"Le nombre d’opérateurs sur les marchés d’actions chez Goldman Sachs est passé de six cents en 2000 à deux en février 2017.
présente 1,5 jours en page d'accueil du 28 mars 2017 à 00:02:39 au 29 mars 2017 à 12:01:34"
2017,March,"Carte de la Région administrative spéciale de Hong Kong (gris et vert), dont l’île de Hong Kong (vert).L’île de Hong Kong  (vert) représente à peine 7 % du territoire (carte) de la région administrative spéciale de Hong Kong  (gris clair et vert).
présente 1,5 jours en page d'accueil du 28 mars 2017 à 12:01:10 au 30 mars 2017 à 00:03:04"
2017,March,"La montée de cocotier et le pelage de noix de coco sont quelques-unes des épreuves du Micronesian all around, une discipline sportive.
présente 1,5 jours en page d'accueil du 28 mars 2017 à 12:01:10 au 30 mars 2017 à 00:03:04"
2017,March,"Pays adhérents à la Convention.En dépit de l’article 6 du traité de Lisbonne, en vigueur depuis 2009, l’Union européenne n’a pas encore adhéré à la Convention européenne des droits de l’homme (carte).
présente 1,5 jours en page d'accueil du 29 mars 2017 à 00:02:25 au 30 mars 2017 à 12:00:44"
2017,March,"Pendant la campagne de France de 1814, l’armée napoléonienne remporte huit victoires consécutives en moins de deux mois, en état d’infériorité numérique et matérielle.
présente 1,5 jours en page d'accueil du 29 mars 2017 à 00:02:25 au 30 mars 2017 à 12:00:44"
2017,March,"Song Qingling en 1958.Veuve du fondateur de la République de Chine, Song Qingling (photo) est devenue membre du Parti communiste et présidente honoraire de la République populaire en mai 1981, deux semaines avant sa mort.
présente 1,5 jours en page d'accueil du 29 mars 2017 à 12:01:34 au 31 mars 2017 à 00:02:44"
2017,March,"Les Sentinelles qui vivent sur l’île de North Sentinel sont un peuple autochtone refusant tout contact avec le monde extérieur.
présente 1,5 jours en page d'accueil du 29 mars 2017 à 12:01:34 au 31 mars 2017 à 00:02:44"
2017,March,"Dimetrodon grandis : vue d’artiste de Dimitri Bogdanov.Souvent pris pour un dinosaure, le Dimétrodon (dessin) est plus étroitement lié aux mammifères actuels qu’aux reptiles.
présente 1,5 jours en page d'accueil du 30 mars 2017 à 00:03:04 au 31 mars 2017 à 12:00:50"
2017,March,"Napoléon Ier est le souverain le plus décoré de son temps.
présente 1,5 jours en page d'accueil du 30 mars 2017 à 00:03:04 au 31 mars 2017 à 12:00:50"
2017,March,"Le disque de Nebra.Le disque de Nebra (photo) est la plus ancienne représentation connue de la voûte céleste.
présente 2 jours en page d'accueil du 30 mars 2017 à 12:00:44 au 01 avril 2017 à 12:01:08"
2017,March,"Le premier prénom de Jimi Hendrix fut Johnny.
présente 2 jours en page d'accueil du 30 mars 2017 à 12:00:44 au 01 avril 2017 à 12:01:08"
2017,March,"Nuku Hiva. Vue satellite de la NASA.Sous Napoléon III, Nuku Hiva (image satellite), dans l’archipel des Marquises, est choisie comme lieu de déportation.
présente 2 jours en page d'accueil du 31 mars 2017 à 00:02:44 au 02 avril 2017 à 00:01:56"
2017,March,"En mars 1917, la Pravda s’est abstenue de publier, à une exception près, une série de textes envoyés par Lénine, jugés trop radicaux par Kamenev et Staline.
présente 2 jours en page d'accueil du 31 mars 2017 à 00:02:44 au 02 avril 2017 à 00:01:56"
2017,April,"Odin et Thor, deux des corbeaux de la Tour de Londres en 2016.Il arrive parfois qu’un des corbeaux de la Tour de Londres (photo), malgré son aile taillée, abandonne son poste de gardien de la Couronne.
présente 1 jour en page d'accueil du 01 avril 2017 à 12:01:08 au 02 avril 2017 à 12:01:06"
2017,April,"L’interdiction de fumer dans les lieux publics est entrée en vigueur en France 18 ans, 9 mois et 10 jours après son annonce sur les ondes nationales.
présente 1 jour en page d'accueil du 01 avril 2017 à 12:01:08 au 02 avril 2017 à 12:01:06"
2017,March,"Charles Cunningham Boycott dans Vanity Fair du 29 janvier 1881.Charles Cunningham Boycott (1832-1897) (gravure) fut victime d’un boycott.
présente 2 jours en page d'accueil du 31 mars 2017 à 12:00:50 au 02 avril 2017 à 12:01:06"
2017,March,"Aux Pays-Bas, les assemblées de district de l’Office des eaux, qui planifient la construction des infrastructures, sont élues au suffrage universel direct.
présente 2 jours en page d'accueil du 31 mars 2017 à 12:00:50 au 02 avril 2017 à 12:01:06"
2017,April,"Augustin Fresnel.En 1822, Augustin Fresnel (portrait) inventa la lentille à échelons, encore utilisée de nos jours aux caisses de supermarché.
présente 1 jour en page d'accueil du 02 avril 2017 à 00:01:56 au 03 avril 2017 à 00:02:35"
2017,April,"Mathématicien autodidacte, Srinivasa Ramanujan a trouvé que l’égalité remarquable 33 + 43 + 53 = 63 était un cas particulier de la formule générale (3x2+5xy-5y2)3 + (4x2-4xy+6y2)3 + (5x2-5xy-3y2)3 = (6x2-4xy+4y2)3.
présente 1 jour en page d'accueil du 02 avril 2017 à 00:01:56 au 03 avril 2017 à 00:02:35"
2017,April,"Centrale nucléaire de Zwentendorf.Une vingtaine d’années après avoir construit sa seule centrale nucléaire (photo) sans jamais la mettre en service, l’Autriche a inscrit le renoncement à l’énergie nucléaire dans sa Constitution.
présente 1 jour en page d'accueil du 02 avril 2017 à 12:01:06 au 03 avril 2017 à 12:01:03"
2017,April,"Lors de la campagne présidentielle de 1848, Victor Hugo apporta son soutien à celui qu’il appela plus tard « Napoléon le petit ».
présente 1 jour en page d'accueil du 02 avril 2017 à 12:01:06 au 03 avril 2017 à 12:01:03"
2017,April,"The Kiss.The Kiss (vidéo) montre en 1896 le premier baiser sur la bouche de l’histoire du cinéma.
présente 1,5 jours en page d'accueil du 02 avril 2017 à 12:01:06 au 04 avril 2017 à 00:02:10"
2017,April,"Valérian et Laureline (ヴァレリアン＆ロールリンヌ, Varerian ando Rōrurinnu?) est un anime franco-japonais en 40 épisodes dont chacun des titres est une expression comportant le mot « temps ».
présente 1,5 jours en page d'accueil du 02 avril 2017 à 12:01:06 au 04 avril 2017 à 00:02:10"
2017,April,"Giorgio Conte en 2009.Comme son frère, avant de devenir chanteur, Giorgio Conte (photo) a longtemps exercé le métier d’avocat.
présente 1,5 jours en page d'accueil du 03 avril 2017 à 00:02:35 au 04 avril 2017 à 12:01:15"
2017,April,"L’hymne du club de rugby de Bayonne est issu d’un air populaire autrichien écrit en 1974 par Udo Jürgens, qui chante la nostalgie des immigrés grecs pour le vin de leur pays.
présente 1,5 jours en page d'accueil du 03 avril 2017 à 00:02:35 au 04 avril 2017 à 12:01:15"
2017,April,"Portrait de D’Alembert par Quentin de La Tour (1753).Jean le Rond D’Alembert (portrait) proposa de réserver aux femmes 4 sièges sur les 40 de l’Académie française, 220 ans avant l’élection de la première académicienne.
présente 1,5 jours en page d'accueil du 03 avril 2017 à 12:01:03 au 05 avril 2017 à 00:01:55"
2017,April,"Le chou, le colza, la moutarde et le navet sont des espèces appartenant au genre Brassica.
présente 1,5 jours en page d'accueil du 03 avril 2017 à 12:01:03 au 05 avril 2017 à 00:01:55"
2017,April,"Colonne d’infanterie portugaise, le 24 juin 1917.Le Corps expéditionnaire portugais (photo) a perdu son premier homme au combat le 4 avril 1917, dans les Flandres.
présente 1,5 jours en page d'accueil du 04 avril 2017 à 00:02:10 au 05 avril 2017 à 12:01:56"
2017,April,"Il faut deux Baiser allemands pour en faire un de Malmedy.
présente 1,5 jours en page d'accueil du 04 avril 2017 à 00:02:10 au 05 avril 2017 à 12:01:56"
2017,April,"Angénor Gommeux dessiné par Georges Lafosse.Dans le Trombinoscope de Touchatout, Angénor Gommeux (dessin) personnifie le type du jeune élégant du XIXe siècle.
présente 1,5 jours en page d'accueil du 04 avril 2017 à 12:01:15 au 06 avril 2017 à 00:02:19"
2017,April,"L’arabe est l’une des deux langues officielles d’Israël.
présente 1,5 jours en page d'accueil du 04 avril 2017 à 12:01:15 au 06 avril 2017 à 00:02:19"
2017,April,"« Rendons sa grandeur à l’Amérique », sur un badge pour la campagne présidentielle de 1980 de Ronald Reagan.Avant d’être déclarée comme marque déposée par Donald Trump, qui s’en affirme l’auteur, l’expression « Make America Great Again » (« Rendons sa grandeur à l’Amérique ») a été utilisée par Ronald Reagan (badge), Bill Clinton et des sénateurs américains évoluant dans des œuvres d’anticipation.
présente 1,5 jours en page d'accueil du 05 avril 2017 à 00:01:55 au 06 avril 2017 à 12:00:57"
2017,April,"Pendant la Grande Révolution culturelle prolétarienne, des briques de la Grande Muraille ont servi à construire des porcheries.
présente 1,5 jours en page d'accueil du 05 avril 2017 à 00:01:55 au 06 avril 2017 à 12:00:57"
2017,April,"Boutons d’émail de Briare, vers 1850.L’industrie française du bouton (photo) a employé jusqu’à 30 000 personnes.
présente 1,5 jours en page d'accueil du 05 avril 2017 à 12:01:56 au 07 avril 2017 à 00:02:14"
2017,April,"Le toponyme réel Illiers-Combray est en partie issu d’un toponyme fictif tiré de l’œuvre de Marcel Proust.
présente 1,5 jours en page d'accueil du 05 avril 2017 à 12:01:56 au 07 avril 2017 à 00:02:14"
2017,April,"Vue générale de Tataouine en 1925.Une partie de la trilogie originale de Star Wars a été tournée dans la région de Tataouine (photo), qui a donné son nom à la planète Tatooine.
présente 1,5 jours en page d'accueil du 06 avril 2017 à 00:02:19 au 07 avril 2017 à 12:00:36"
2017,April,"Lors d’un match de la saison 2002-2003 du championnat d’Algérie de football, le Mouloudia Club d’Oran a présenté deux équipes différentes face au Nasr athlétique d’Hussein Dey.
présente 1,5 jours en page d'accueil du 06 avril 2017 à 00:02:19 au 07 avril 2017 à 12:00:36"
2017,April,"Drosophila melanogaster, vue antérieure.Selon une étude de mars 2000, l’espèce humaine et la mouche du vinaigre (photo) possèdent environ 60 % de gènes homologues.
présente 1,5 jours en page d'accueil du 06 avril 2017 à 12:00:57 au 08 avril 2017 à 00:02:05"
2017,April,"L’incipit désigne le début d’un récit et l’explicit en désigne la fin, plutôt que l’excipit qui relève du latin de cuisine.
présente 1,5 jours en page d'accueil du 06 avril 2017 à 12:00:57 au 08 avril 2017 à 00:02:05"
