year,month,quote
2019,December,"L’abbé Pierre en 1955.L’abbé Pierre (photo) a été élu trois fois député.
présente 1.5 jours en page d'accueil du 24 décembre 2019 à 00:00:09 au 25 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Son époux étant mort devant que de présenter sa thèse de doctorat, Simone Bertière la défendit à sa place, abandonnant ainsi la sienne pour s’intéresser dès lors au domaine d’étude de feu son mari.
présente 1.5 jours en page d'accueil du 24 décembre 2019 à 00:00:09 au 25 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Affiche américaine du service des urgences de l’Office of War Information, 1943-1945.Plusieurs équipes médicales internationales se sont penchées sur la santé physique et mentale du père Noël (photo).
présente 1.5 jours en page d'accueil du 24 décembre 2019 à 12:00:08 au 26 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"La ville de Noisy-le-Grand, en Île-de-France, possède une ligne de métro n’ayant jamais transporté le moindre voyageur.
présente 1.5 jours en page d'accueil du 24 décembre 2019 à 12:00:08 au 26 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"« Rahab, die Jerichonitin » (1801), d’Ephraim Moses Lilien.Matthieu fait descendre Jésus de la prostituée cananéenne Rahab (illustration).
présente 1.5 jours en page d'accueil du 25 décembre 2019 à 00:00:09 au 26 décembre 2019 à 12:00:08. Discussion de la proposition."
2019,December,"En plus d’innombrables divinités, les Grecs anciens vénéraient aussi Ἄγνωστος Θεός : « le dieu inconnu ».
présente 1.5 jours en page d'accueil du 25 décembre 2019 à 00:00:09 au 26 décembre 2019 à 12:00:08. Discussion de la proposition."
2019,December,"Aldi-Nord en bleu, Aldi-Süd en orange.À la suite d’un désaccord entre les deux frères fondateurs en 1961, le groupe Aldi est divisé en deux sociétés ayant la même activité mais une répartition géographique différente (carte) : Aldi-Nord et Aldi-Süd.
présente 1.5 jours en page d'accueil du 25 décembre 2019 à 12:00:09 au 27 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Hong Xiuquan, meneur de la révolte des Taiping, se prenait pour le frère cadet de Jésus-Christ.
présente 1.5 jours en page d'accueil du 25 décembre 2019 à 12:00:09 au 27 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Construction d’une maison à Séléki (Casamance, Sénégal).Selon une estimation de 1990, environ 30 % de la population de la Terre habite dans des structures en terre (photo).
présente 1.5 jours en page d'accueil du 26 décembre 2019 à 00:00:09 au 27 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Dans la religion romaine, le culte de Vesta a, peu à peu, éclipsé celui de Caca.
présente 1.5 jours en page d'accueil du 26 décembre 2019 à 00:00:09 au 27 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Hart Island à droite et City Island à gauche.Plus d’un million de personnes sont enterrées sur Hart Island (photo) dont les conditions d’accès sont réglementées par le département pénitentiaire de New York.
présente 1.5 jours en page d'accueil du 26 décembre 2019 à 12:00:08 au 28 décembre 2019 à 00:00:08. Discussion de la proposition."
2019,December,"En cosmologie, la valeur théorique de l’énergie du vide est 10120 fois supérieure aux mesures : cette incohérence, qualifiée de catastrophe du vide, est considérée comme « le plus grand fossé entre la théorie et l’expérience de toute la science ».
présente 1.5 jours en page d'accueil du 26 décembre 2019 à 12:00:08 au 28 décembre 2019 à 00:00:08. Discussion de la proposition."
2019,December,"Détail du tableau Le Radeau de La Méduse.Eugène Delacroix a posé pour l’un des naufragés du Radeau de La Méduse (détail du tableau) peint par son ami Théodore Géricault.
présente 1.5 jours en page d'accueil du 27 décembre 2019 à 00:00:09 au 28 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Lors de son séjour au Japon, Yves Klein perfectionne sa technique du judo à l’Institut Kōdōkan de Tokyo et devient ceinture noire 4e dan.
présente 1.5 jours en page d'accueil du 27 décembre 2019 à 00:00:09 au 28 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"La courbe de Laffer décrit l’évolution des recettes fiscales en fonction du taux d’imposition.La courbe de Laffer (image) est construite sur le postulat qu’un taux d’imposition de 100 % génère une recette fiscale nulle.
présente 1.5 jours en page d'accueil du 27 décembre 2019 à 12:00:09 au 29 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Françoise d’Aubigné, épouse du poète Scarron, puis, à titre morganatique et secret, deuxième épouse du Roi Soleil Louis XIV, aurait vu le jour en 1635 dans la prison royale de Niort.
présente 1.5 jours en page d'accueil du 27 décembre 2019 à 12:00:09 au 29 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Les « pierres guide » de Georgie.Les dix commandements gravés sur les Georgia Guidestones (photo) sont considérés comme ceux de l’Antichrist par les détracteurs du monument.
présente 1.5 jours en page d'accueil du 28 décembre 2019 à 00:00:08 au 29 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Bob Dylan, George Harrison, Tom Petty, Jeff Lynne et Roy Orbison ont formé ensemble, sous des pseudonymes différents d’un album à l’autre, le groupe des Traveling Wilburys.
présente 1.5 jours en page d'accueil du 28 décembre 2019 à 00:00:08 au 29 décembre 2019 à 12:00:09. Discussion de la proposition."
2019,December,"Carme Chacón en 2010.Première vice-présidente du Congrès des députés espagnol entre 2004 et 2008, Carme Chacón (photo) n’a présenté qu’un seul texte parlementaire sur cette période, portant sur la création d’un prix national de la bande dessinée et adopté à l’unanimité.
présente 1.5 jours en page d'accueil du 28 décembre 2019 à 12:00:09 au 30 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Le permis de construire du premier hypermarché Auchan a été délivré le jour de son ouverture.
présente 1.5 jours en page d'accueil du 28 décembre 2019 à 12:00:09 au 30 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Une main cachée dans un morceau de Nine Inch Nails, révélée par spectrogramme.Il est possible de cacher une image dans un son (illustration).
présente 1.5 jours en page d'accueil du 29 décembre 2019 à 00:00:09 au 30 décembre 2019 à 12:00:12. Discussion de la proposition."
2019,December,"En 1981 et 1982, un Grand Prix de Formule 1 s’est couru sur le parking du Caesars Palace à Las Vegas.
présente 1.5 jours en page d'accueil du 29 décembre 2019 à 00:00:09 au 30 décembre 2019 à 12:00:12. Discussion de la proposition."
2019,December,"Structure du dicyanoacétylène.La combustion du dicyanoacétylène (image) dans le dioxygène produit à pression ambiante une flamme d’une température de 5 260 kelvins, soit 4 990 °C.
présente 1.5 jours en page d'accueil du 29 décembre 2019 à 12:00:09 au 31 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Le Grand Chiffre d’Antoine Rossignol ne fut cassé que deux siècles après par Étienne Bazeries.
présente 1.5 jours en page d'accueil du 29 décembre 2019 à 12:00:09 au 31 décembre 2019 à 00:00:09. Discussion de la proposition."
2019,December,"Le bassin versant de l’Èbre.Les Ibères et la péninsule Ibérique doivent leur nom à l’Èbre (carte).
présente 1.5 jours en page d'accueil du 30 décembre 2019 à 00:00:09 au 31 décembre 2019 à 12:00:08. Discussion de la proposition."
2019,December,"Aux Samoa, il n’y a pas eu de 30 décembre 2011 mais deux 4 juillet 1892.
présente 1.5 jours en page d'accueil du 30 décembre 2019 à 00:00:09 au 31 décembre 2019 à 12:00:08. Discussion de la proposition."
2019,December,"Barbier-chirurgien faisant une saignée.Jusqu’au XVIIIe siècle, les barbiers et chirurgiens ne formaient souvent en Europe qu’une seule et même profession (illustration).
présente 1.5 jours en page d'accueil du 30 décembre 2019 à 12:00:12 au 01 janvier 2020 à 00:00:09. Discussion de la proposition."
2019,December,"Avant de devenir chef de l’opposition officielle du Manitoba, Wab Kinew a été chanteur hip-hop.
présente 1.5 jours en page d'accueil du 30 décembre 2019 à 12:00:12 au 01 janvier 2020 à 00:00:09. Discussion de la proposition."
2019,December,"Vue aérienne de Tromelin.Après le naufrage du navire négrier l’Utile, des esclaves malgaches abandonnés par la Compagnie française des Indes orientales survécurent quinze ans sur la petite île de Tromelin (photo).
présente 1.5 jours en page d'accueil du 31 décembre 2019 à 00:00:09 au 01 janvier 2020 à 12:00:08. Discussion de la proposition."
2019,December,"Le terme « Nouvelle Rome » est toujours utilisé dans le nom officiel de l’archevêché orthodoxe de Constantinople.
présente 1.5 jours en page d'accueil du 31 décembre 2019 à 00:00:09 au 01 janvier 2020 à 12:00:08. Discussion de la proposition."
2019,December,"Grange en pisé à Chassignieu (Isère, France).Au début des années 1980, la part du bâti en terre crue (photo) était estimée à 15 % de l’ensemble du patrimoine architectural français.
présente 1.5 jours en page d'accueil du 31 décembre 2019 à 12:00:08 au 02 janvier 2020 à 00:00:09. Discussion de la proposition."
2019,December,"L’hymne du FC Barcelone a été composé par Manuel Valls i Gorina, cousin du père de l’ancien Premier ministre français portant le même nom que lui.
présente 1.5 jours en page d'accueil du 31 décembre 2019 à 12:00:08 au 02 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Ultima Thulé, désormais dénommé Arrokoth.Le 1er janvier 2019, la sonde New Horizons explorait « Ultima Thulé » (photo), alors que cet objet céleste n’avait pas encore été découvert lors de son lancement.
présente 1.5 jours en page d'accueil du 01 janvier 2020 à 00:00:09 au 02 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Le système de datation du jour julien commence le 1er janvier 4713 av. J.-C. à midi temps universel.
présente 1.5 jours en page d'accueil du 01 janvier 2020 à 00:00:09 au 02 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Mikhaïl Toukhatchevski en 1920.Mikhaïl Toukhatchevski (photo) a eu Charles de Gaulle pour camarade de captivité au fort d’Ingolstadt, puis pour adversaire lors de la Guerre soviéto-polonaise.
présente 1.5 jours en page d'accueil du 01 janvier 2020 à 12:00:08 au 03 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Le Dernier Tango à Paris a valu à son auteur italien la déchéance de ses droits civiques.
présente 1.5 jours en page d'accueil du 01 janvier 2020 à 12:00:08 au 03 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"L’Agent 212 représenté station Janson à Charleroi.La rue du Marché aux poulets de Bruxelles porte aussi le nom « rue L’Agent 212 » (illustration), en référence au héros de la bande dessinée de Kox et Cauvin.
présente 1.5 jours en page d'accueil du 02 janvier 2020 à 00:00:09 au 03 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"L’énergie de liaison d’un deutéron est de douze prouts.
présente 1.5 jours en page d'accueil du 02 janvier 2020 à 00:00:09 au 03 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Région de Lausanne selon la carte Dufour.Général de l’armée confédérale lors de la guerre du Sonderbund, membre fondateur de la Croix-Rouge, Guillaume Henri Dufour est également à l’origine de la première carte de la Suisse basée sur des mesures géométriques précises (extrait).
présente 1.5 jours en page d'accueil du 02 janvier 2020 à 12:00:08 au 04 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"L’onguent armaire est une préparation médicinale qui, appliquée sur l’arme ayant causé une blessure, était censée la guérir à distance.
présente 1.5 jours en page d'accueil du 02 janvier 2020 à 12:00:08 au 04 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Nadia Calviño en 2018.Nadia Calviño (photo) a préparé son concours d’accès à la haute fonction publique espagnole avec Román Escolano, auquel elle a ultérieurement succédé au poste de ministre de l’Économie.
présente 1.5 jours en page d'accueil du 03 janvier 2020 à 00:00:09 au 04 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Un séjour en apesanteur fait grandir.
présente 1.5 jours en page d'accueil du 03 janvier 2020 à 00:00:09 au 04 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"J. K. Rowling.« K. » n’est pas l’initiale d’un prénom de J. K. Rowling (photo).
présente 1.5 jours en page d'accueil du 03 janvier 2020 à 12:00:08 au 05 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Lors des championnats de la Big Ten Conference de 1935, Jesse Owens bat ou égale, en l’espace d’une heure, six records du monde malgré un mal de dos l’empêchant de se vêtir seul.
présente 1.5 jours en page d'accueil du 03 janvier 2020 à 12:00:08 au 05 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Vue de Lajjun en 1924.Lajjun (photo), ancien village arabe palestinien proche de Jénine, tient son nom de Legio, camp d’une légion romaine installée à cet endroit.
présente 1.5 jours en page d'accueil du 04 janvier 2020 à 00:00:09 au 05 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"La consommation publique d’un verre de lait valut à Pierre Mendès France l’accusation de ne pas avoir « une goutte de sang gaulois dans les veines ».
présente 1.5 jours en page d'accueil du 04 janvier 2020 à 00:00:09 au 05 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Portrait de Charles Fourier.Charles Fourier (portrait) reconnaissait quatre « pommes célèbres » : celle offerte par Ève à Adam, celle offerte par Pâris à Aphrodite, celle de Newton et la sienne, cent fois plus chère à Paris qu’à Rouen.
présente 1.5 jours en page d'accueil du 04 janvier 2020 à 12:00:08 au 06 janvier 2020 à 00:00:10. Discussion de la proposition."
2020,January,"La chenille de l’Azuré du serpolet chante comme une reine.
présente 1.5 jours en page d'accueil du 04 janvier 2020 à 12:00:08 au 06 janvier 2020 à 00:00:10. Discussion de la proposition."
2020,January,"Panneau représentant le personnage de Globi.Créé en 1932 pour les 25 ans des magasins Globus, le personnage de Globi (image) est devenu au cours du XXe siècle une figure populaire de la bande dessinée pour enfants en Suisse alémanique.
présente 1.5 jours en page d'accueil du 05 janvier 2020 à 00:00:09 au 06 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"À elles quatre, les fédérations anglaise, écossaise, galloise et irlandaise disposent de la moitié des voix au sein de l’International Football Association Board qui détermine les règles du football.
présente 1.5 jours en page d'accueil du 05 janvier 2020 à 00:00:09 au 06 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Cuiseur solaire rudimentaire.Le principe du cuiseur solaire (photo) a été utilisé dans la Légion étrangère dès les années 1870.
présente 1.5 jours en page d'accueil du 05 janvier 2020 à 12:00:09 au 07 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"L’alchimiste français le plus connu n’a jamais pratiqué l’alchimie.
présente 1.5 jours en page d'accueil du 05 janvier 2020 à 12:00:09 au 07 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Une « Gilet jaune ».Les femmes « Gilets jaunes » (photo) sont souvent des « cols roses ».
présente 1.5 jours en page d'accueil du 06 janvier 2020 à 00:00:10 au 07 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Napoléon Ier a été faux-monnayeur.
présente 1.5 jours en page d'accueil du 06 janvier 2020 à 00:00:10 au 07 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Portrait d’Antonio José de Sucre.Si la Bolivie doit son nom à Simón Bolívar, sa capitale constitutionnelle, Sucre, doit le sien au maréchal Antonio José de Sucre (portrait), proche du Libertador et successeur de ce dernier à la présidence du pays.
présente 1.5 jours en page d'accueil du 06 janvier 2020 à 12:00:09 au 08 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Dans la famille Laffon de Ladebat, le père était négrier et le fils anti-esclavagiste.
présente 1.5 jours en page d'accueil du 06 janvier 2020 à 12:00:09 au 08 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Chapelle Notre-Dame de Pène-Tailhade.La chapelle Notre-Dame de Pène-Tailhade (photo), dans les Pyrénées françaises, présente la particularité d’être traversée par une route départementale.
présente 1.5 jours en page d'accueil du 07 janvier 2020 à 00:00:09 au 08 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Contrairement à une croyance locale, la gratuité des routes en Bretagne doit tout à un de Gaulle et peu à une de Bretagne.
présente 1.5 jours en page d'accueil du 07 janvier 2020 à 00:00:09 au 08 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Portrait de Maximilien Ier, 1502.Si l’empereur Maximilien se plaignait de ce que « quiconque sait peindre un gros nez vient nous offrir ses services », son portrait de profil (peinture) reste la seule œuvre attribuée avec certitude au portraitiste réputé Giovanni Ambrogio de Predis.
présente 1.5 jours en page d'accueil du 07 janvier 2020 à 12:00:08 au 09 janvier 2020 à 00:00:10. Discussion de la proposition."
2020,January,"En Afrique ou en Amérique latine, quand on n’a pas d’oseille, on mange des bégonias.
présente 1.5 jours en page d'accueil du 07 janvier 2020 à 12:00:08 au 09 janvier 2020 à 00:00:10. Discussion de la proposition."
2020,January,"Une tour Chappe.Le code employé par deux spéculateurs pour détourner le premier réseau de télécommunications (photo) impliquait gants et chaussettes.
présente 1.5 jours en page d'accueil du 08 janvier 2020 à 00:00:09 au 09 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"George Michael faisait partie du premier groupe occidental à se produire dans la Chine communiste, et fut le premier artiste pop anglo-saxon à se produire à l’opéra Garnier.
présente 1.5 jours en page d'accueil du 08 janvier 2020 à 00:00:09 au 09 janvier 2020 à 12:00:08. Discussion de la proposition."
2020,January,"Drapeau de la République soviétique chinoise.Presque 18 ans avant de fonder la République populaire de Chine, Mao Zedong avait proclamé la République soviétique chinoise (drapeau).
présente 1.5 jours en page d'accueil du 08 janvier 2020 à 12:00:09 au 10 janvier 2020 à 00:00:08. Discussion de la proposition."
2020,January,"Le Chasseur français, spécialisé dans la cynégétique, héberge aussi des annonces matrimoniales.
présente 1.5 jours en page d'accueil du 08 janvier 2020 à 12:00:09 au 10 janvier 2020 à 00:00:08. Discussion de la proposition."
2020,January,"Stewart Granger dans La Reine vierge (1953).Stewart Granger (photo) a adopté ce nom de scène pour se distinguer de son homonyme.
présente 1.5 jours en page d'accueil du 09 janvier 2020 à 00:00:10 au 10 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Dans sa « harangue » de 1974, Oswald Baudot appelait ses collègues magistrats à être « partiaux ».
présente 1.5 jours en page d'accueil du 09 janvier 2020 à 00:00:10 au 10 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"La Severn.La Severn (carte), fleuve gallo-anglais de 354 kilomètres, est le plus long cours d’eau du Royaume-Uni.
présente 1.5 jours en page d'accueil du 09 janvier 2020 à 12:00:08 au 11 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"La coupe Webb Ellis, trophée remis à l’équipe victorieuse de la Coupe du monde de rugby à XV, est directement inspirée d’une création de Paul de Lamerie, orfèvre londonien dont les parents avaient fui la France après la révocation de l’édit de Nantes (1685).
présente 1.5 jours en page d'accueil du 09 janvier 2020 à 12:00:08 au 11 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Bongo.Les bongos (photo) peuvent manger du bois brûlé après un orage, ce qui leur apporte du sel et des minéraux.
présente 1.5 jours en page d'accueil du 10 janvier 2020 à 00:00:08 au 11 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Tout comme le kangourou, le cloporte possède un marsupium dans lequel la femelle incube sa progéniture.
présente 1.5 jours en page d'accueil du 10 janvier 2020 à 00:00:08 au 11 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Figure de Lichtenberg provoquée par la foudre.La foudre peut laisser sur le corps de ceux qu’elle touche des figures de Lichtenberg (photo).
présente 1.5 jours en page d'accueil du 10 janvier 2020 à 12:00:09 au 12 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Julie Dachez est, en France, la première personne autiste à avoir soutenu une thèse de doctorat sur cette « différence de fonctionnement pathologisée par une société obsédée par la normalité ».
présente 1.5 jours en page d'accueil du 10 janvier 2020 à 12:00:09 au 12 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Armes de Charmes.Symbole de fidélité au maître, la levrette occupe une place centrale dans l’écu de Charmes (armes).
présente 1.5 jours en page d'accueil du 11 janvier 2020 à 00:00:09 au 12 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"« Zou » a été utilisé dans le Berry comme pronom personnel neutre pour désigner les objets inanimés et animaux considérés comme sans valeur.
présente 1.5 jours en page d'accueil du 11 janvier 2020 à 00:00:09 au 12 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"L’Affaire Dreyfus (1899).Georges Méliès ne connaissait pas la fin de l’histoire lorsqu’il a réalisé, dès 1899, son film sur l’affaire Dreyfus (vidéo).
présente 1.5 jours en page d'accueil du 11 janvier 2020 à 12:00:09 au 13 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Depuis 2012, les derniers droits d’auteur de Maurice Ravel sont détenus par la fille de la seconde épouse du chauffeur de son frère.
présente 1.5 jours en page d'accueil du 11 janvier 2020 à 12:00:09 au 13 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Portrait de William Prout.Le proton aurait pu s’appeler le prouton (portrait de l’inspirateur).
présente 1.5 jours en page d'accueil du 12 janvier 2020 à 00:00:09 au 13 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"Ouvertement pédophile, Tony Duvert reçut le prix Médicis en 1973 pour une œuvre évoquant cette attirance.
présente 1.5 jours en page d'accueil du 12 janvier 2020 à 00:00:09 au 13 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"Photographie de Paul Krugman en conférence de presse après la remise de son prix de le Banque de Suède en sciences économiques en mémoire d’Alfred Nobel.Pour mettre fin à la décennie perdue japonaise, le futur « Nobel d’économie » Paul Krugman (photo) préconisait en 1998 que la Banque du Japon soit « irresponsable de façon crédible ».
présente 1.5 jours en page d'accueil du 12 janvier 2020 à 12:00:10 au 14 janvier 2020 à 00:00:08. Discussion de la proposition."
2020,January,"Ancien élu d’un parti anti-islam, Arnoud van Doorn est devenu musulman en 2013.
présente 1.5 jours en page d'accueil du 12 janvier 2020 à 12:00:10 au 14 janvier 2020 à 00:00:08. Discussion de la proposition."
2020,January,"Vue du Royal Albert Hall de l’intérieur, en septembre 2016.La salle de concert du Royal Albert Hall (intérieur), l’une des plus prestigieuses au monde, subit des interventions depuis son inauguration en 1871 afin de résorber le fort écho qui n’avait pas été anticipé à sa création.
présente 1.5 jours en page d'accueil du 13 janvier 2020 à 00:00:09 au 14 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Le nom « Lucifer » (« porteur de lumière » en latin) désigne à l’origine Vénus.
présente 1.5 jours en page d'accueil du 13 janvier 2020 à 00:00:09 au 14 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Arrivée à Å, aux Lofoten.Å (photo) est un village de la commune de Moskenes, dans les îles Lofoten, en Norvège.
présente 1.5 jours en page d'accueil du 13 janvier 2020 à 12:00:10 au 15 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"En raison des nombreux actes de violence qui y ont éclaté, le festival d’Altamont est généralement considéré comme le symbole de la fin du mouvement hippie.
présente 1.5 jours en page d'accueil du 13 janvier 2020 à 12:00:10 au 15 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Vue sur le Château de La Celle Saint-Cloud depuis le parc en 2004.La constitution française du 4 octobre 1958 fut finalisée à l’été de cette même année par quatre hommes retranchés jour et nuit au château de La Celle (photo).
présente 1.5 jours en page d'accueil du 14 janvier 2020 à 00:00:08 au 15 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Avant la généralisation de la pratique du week-end, les ouvriers et artisans ont pratiqué la Saint Lundi.
présente 1.5 jours en page d'accueil du 14 janvier 2020 à 00:00:08 au 15 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"« Gouvernement », peinture murale d’Elihu Vedder (1896), bibliothèque du Congrès.Le principe d’un « gouvernement du peuple, par le peuple, pour le peuple » (peinture) a été formulé en ces termes par Abraham Lincoln le 19 novembre 1863, dans son discours de Gettysburg.
présente 1.5 jours en page d'accueil du 14 janvier 2020 à 12:00:09 au 16 janvier 2020 à 00:00:08. Discussion de la proposition."
2020,January,"Le Dernier Tango à Paris, qui comporte une scène de viol ayant traumatisé l’actrice, a valu à celle-ci une peine de prison avec sursis, de même qu’à son partenaire et au réalisateur.
présente 1.5 jours en page d'accueil du 14 janvier 2020 à 12:00:09 au 16 janvier 2020 à 00:00:08. Discussion de la proposition."
2020,January,"Eugène Maës sous le maillot du Red Star.Le footballeur Eugène Maës (photo) marquait régulièrement des buts en projetant le gardien tenant le ballon dans ses propres filets.
présente 1.5 jours en page d'accueil du 15 janvier 2020 à 00:00:09 au 16 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Le métier d’huissier consiste en grande partie à accomplir des exploits.
présente 1.5 jours en page d'accueil du 15 janvier 2020 à 00:00:09 au 16 janvier 2020 à 12:00:09. Discussion de la proposition."
2020,January,"Briquet dit « à amadou », à mèche de coton.Les « briquets à amadou » (photo) n’ont plus d’amadou, mais une mèche de coton.
présente 1.5 jours en page d'accueil du 15 janvier 2020 à 12:00:09 au 17 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Selon les calculs de Richard Buckminster Fuller, en 1940, les États-Unis possédaient vingt milliards d’esclaves énergétiques.
présente 1.5 jours en page d'accueil du 15 janvier 2020 à 12:00:09 au 17 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"La mosquée dans le jardin paysager du château de Schwetzingen.La mosquée du château de Schwetzingen (photo) n’a pas été conçue pour accueillir des offices religieux.
présente 1.5 jours en page d'accueil du 16 janvier 2020 à 00:00:08 au 17 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"L’île de la Guadeloupe a nominalement été suédoise pendant moins de deux ans.
présente 1.5 jours en page d'accueil du 16 janvier 2020 à 00:00:08 au 17 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"Un Orang-outan de Bornéo.Le nom scientifique des orangs-outans de Bornéo (photo) et de Sumatra, Pongo, vient d’un mot utilisé pour désigner les gorilles en Afrique centrale.
présente 1.5 jours en page d'accueil du 16 janvier 2020 à 12:00:09 au 18 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Sheer Heart Attack, chanson de Queen, est parue trois ans après l’album Sheer Heart Attack, du même groupe, sur lequel elle ne figure pas.
présente 1.5 jours en page d'accueil du 16 janvier 2020 à 12:00:09 au 18 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Plaque de la statue d’Antonin le Pieux, dans le square homonyme.Selon un édifice public de Nîmes (photo), les habitants de cette ville sont « à demi romains ».
présente 1.5 jours en page d'accueil du 17 janvier 2020 à 00:00:09 au 18 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"Cervantes fut capturé et détenu comme esclave à Alger par le pirate Dali Mami.
présente 1.5 jours en page d'accueil du 17 janvier 2020 à 00:00:09 au 18 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"Portrait de Félix Fénéon (1890), par Paul Signac.S’il n’a publié aucun ouvrage de son vivant, Félix Fénéon (portrait) s’est illustré par ses « nouvelles en trois lignes » au style incisif, parues dans Le Matin.
présente 1.5 jours en page d'accueil du 17 janvier 2020 à 12:00:10 au 19 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Le Japon est le seul pays à avoir développé une stratégie à grande échelle de constitution de récifs artificiels.
présente 1.5 jours en page d'accueil du 17 janvier 2020 à 12:00:10 au 19 janvier 2020 à 00:00:09. Discussion de la proposition."
2020,January,"Le corps humain par Léonard de Vinci.Dans un corps humain (illustration), il y a un peu plus de cellules bactériennes que de cellules humaines.
présente 1.5 jours en page d'accueil du 18 janvier 2020 à 00:00:09 au 19 janvier 2020 à 12:00:10. Discussion de la proposition."
2020,January,"S’étant rendu en Afrique française du Nord où il comptait rejoindre Henri Giraud, Pierre Pucheu fut en lieu et place jugé et exécuté par un tribunal formé par le Comité français de libération nationale.
présente 1.5 jours en page d'accueil du 18 janvier 2020 à 00:00:09 au 19 janvier 2020 à 12:00:10. Discussion de la proposition."
